id,kata alay,kode
38079,nnxyhhvpr,N211R
38080,nnya,N000A
38081,nnyag,N200G
38082,nnyai,N000I
38083,nnybohcjs,N122S
38084,nnybohcjswakil,N122L
38085,noahnya,N000A
38086,nobar,N160R
38087,nobeliau,N140U
38088,nobita,N130A
38089,nochill,N240L
38090,nodai,N300I
38091,nodaiwoy,N300Y
38092,nodebate,N313E
38093,noe,N000E
38094,noereffendy,N613Y
38095,noexcuses,N222S
38096,nofi,N100I
38097,nofqfhke,N122E
38098,nofqfhkedampak,N122K
38099,noh,N000H
38100,nohatred,N363D
38101,nohawokawokawok,N200K
38102,nohburuan,N160N
38103,nohealthwithoutinnovation,N431N
38104,nohehhh,N000H
38105,nohh,N000H
38106,nohhh,N000H
38107,nohjangan,N220N
38108,nohkaga,N220A
38109,nohotline,N340E
38110,noixtwsf,N232F
38111,noixtwsfgerak,N232K
38112,nojudgementnohating,N232G
38113,nokavanaugh,N212H
38114,nokavanaughvote,N212E
38115,nokia,N200A
38116,nokuthula,N234A
38117,nola,N400A
38118,nolak,N420K
38119,nolakkeras,N426S
38120,nolakkeraskalian,N426N
38121,nolakkeraspercuma,N426A
38122,nolakkerastenar,N426R
38123,nolan,N400N
38124,nolep,N410P
38125,noleppegi,N412I
38126,nolong,N420G
38127,nolongin,N420N
38128,nombok,N512K
38129,nombre,N516E
38130,nome,N500E
38131,nomer,N560R
38132,nomicin,N520N
38133,nomorkuaww,N562W
38134,nomorsatukan,N562N
38135,nompo,N510O
38136,nomudiknopiknik,N532K
38137,nomwszhb,N522B
38138,nomwszhbsudah,N522H
38139,nonacuan,N200N
38140,nonalam,N450M
38141,nonanoni,N000I
38142,nonfiskal,N122L
38143,nongandah,N230H
38144,nonggo,N200O
38145,nonggol,N240L
38146,nonghol,N240L
38147,nongki,N220I
38148,nongkorng,N226G
38149,nongkrongnya,N226A
38150,nongolaku,N242U
38151,nongolbikin,N241N
38152,nongool,N240L
38153,nongsik,N222K
38154,nongski,N222I
38155,nonibynewage,N120E
38156,nonjol,N240L
38157,nono,N000O
38158,nonpegawai,N120I
38159,nonrakyat,N623T
38160,nontongakmonoton,N322N
38161,nontonin,N300N
38162,nontonlah,N340H
38163,nontonnn,N300N
38164,nontonnya,N300A
38165,nontunai,N300I
38166,nonvqvjid,N122D
38167,nonvqvjidresult,N122T
38168,noo,N000O
38169,noob,N100B
38170,noober,N160R
38171,noobwlpu,N141U
38172,noobwlpumencari,N141I
38173,noodlelovers,N341S
38174,noodlerecipe,N346E
38175,noodlevegatothemoon,N341N
38176,nooh,N000H
38177,nooneisabovethelaw,N211W
38178,nooo,N000O
38179,noooh,N000H
38180,noooooo,N000O
38181,nooooooooo,N000O
38182,noooooooooooo,N000O
38183,noor,N600R
38184,nopainogain,N120N
38185,nopanic,N120C
38186,nope,N100E
38187,nopol,N140L
38188,nopri,N160I
38189,nora,N600A
38190,noraknya,N620A
38191,nordea,N630A
38192,nordrhein,N630N
38193,norhayati,N630I
38194,normalagar,N654R
38195,normalhele,N654E
38196,normalini,N654I
38197,normalkeadaan,N654N
38198,normalketemu,N654U
38199,normalnew,N654W
38200,normalpake,N654E
38201,normalpulang,N654G
38202,normalsemoga,N654A
38203,normalsemua,N654A
38204,normaltapi,N654I
38205,normies,N652S
38206,noromantap,N653P
38207,norwegian,N620N
38208,nos,N200S
38209,nosekolah,N224H
38210,nosnxn,N220N
38211,nosso,N200O
38212,nostradamus,N236S
38213,notabenenya,N310A
38214,notabouttheflag,N311G
38215,notantang,N320G
38216,nothin,N300N
38217,nothinbutjays,N312S
38218,nothingboutyou,N321U
38219,nothinglessthaniconic,N324C
38220,nothingmasya,N325A
38221,nothink,N320K
38222,noticiastelemundo,N322O
38223,notif,N310F
38224,notifikasinya,N312A
38225,notifmu,N315U
38226,notimetodie,N353E
38227,notomiharjo,N356O
38228,nots,N320S
38229,nou,N000U
38230,noudah,N300H
38231,nov,N100V
38232,nova,N100A
38233,novak,N120K
38234,novakdjokovic,N123C
38235,novakurniasih,N126H
38236,noval,N140L
38237,novalleandro,N143O
38238,novan,N100N
38239,novanto,N130O
38240,novelbamukmin,N141N
38241,novelbaswedan,N141N
38242,novelbaswedannegara,N141A
38243,novelcorona,N142A
38244,novelcoronavirus,N142S
38245,novelcoronavirushidden,N142N
38246,novembro,N151O
38247,novera,N160A
38248,novianto,N130O
38249,nowjqizulr,N222R
38250,nowjqizulrhai,N222I
38251,np,N100P
38252,npapp,N100P
38253,npaqigbw,N122W
38254,npaqigbwgubernur,N122R
38255,npfqadon,N112N
38256,npfqadoncegah,N112H
38257,npgxvroequ,N122U
38258,npgxvroequrabu,N122U
38259,nphikcf,N122F
38260,nphikcfproses,N122S
38261,nphubhamo,N115O
38262,nphubhamonitip,N115P
38263,npjvnip,N121P
38264,npjvnipdari,N121I
38265,npl,N140L
38266,npmedia,N153A
38267,npoluqpi,N142I
38268,npoluqpitim,N142M
38269,npoqwnwk,N122K
38270,npoqwnwksaat,N122T
38271,nprtpusnpm,N163M
38272,nprtpusnpmaktifitas,N163S
38273,nptzwkepg,N132G
38274,nptzwkepghalo,N132O
38275,npusypyvt,N121T
38276,npusypyvtstay,N121Y
38277,npwp,N100P
38278,npxaaajsah,N122H
38279,npxaaajsahini,N122I
38280,npyuwdxxgf,N132F
38281,npyuwdxxgfbandara,N132A
38282,nqatypyfq,N231Q
38283,nqatypyfqbekasi,N231I
38284,nqbjdyp,N212P
38285,nqbjdypdradjad,N212D
38286,nqcgfpxyr,N222R
38287,nqcgfpxyrmenteri,N222I
38288,nqemszbbg,N252G
38289,nqemszbbgbersama,N252A
38290,nqexoaimx,N225X
38291,nqexoaimxirjen,N225N
38292,nqkxjlmzrn,N222N
38293,nqkxjlmzrnmeski,N222I
38294,nqlcwroxxi,N242I
38295,nqlcwroxxitips,N242S
38296,nqmlsi,N254I
38297,nqmlsinah,N254H
38298,nqpcadzpyi,N212I
38299,nqpcadzpyihi,N212I
38300,nqvjvprdhg,N212G
38301,nqvjvprdhgvideo,N212O
38302,nqzvpwjxd,N221D
38303,nqzvpwjxdhalo,N221O
38304,nrargyhit,N623T
38305,nrargyhitperingatan,N623N
38306,nrdc,N632C
38307,nrevbwmo,N611O
38308,nrevbwmoketika,N611A
38309,nrfxxlqf,N612F
38310,nrfxxlqfdone,N612E
38311,nrhanal,N640L
38312,nrhanalkmbli,N642I
38313,nrpdrclhmm,N613M
38314,nrpdrclhmmberbahaya,N613A
38315,nrrolltw,N643W
38316,nrrolltwpemerintah,N643H
38317,nrw,N600W
38318,nrxiebjw,N621W
38319,nrxqomfckb,N622B
38320,nrxqomfckbwarga,N622A
38321,nryfpajsh,N611H
38322,nryfpajshjaga,N611A
38323,nryqadohe,N623E
38324,nrzhcgjk,N622K
38325,nrzhcgjkwujud,N622D
38326,ns,N200S
38327,nsadghfzzx,N232X
38328,nsadghfzzxhalo,N232O
38329,nsat,N230T
38330,nsatoi,N230I
38331,nsblietk,N214K
38332,nsblietkgejala,N214A
38333,nsbmxor,N215R
38334,nsbmxorancaman,N215N
38335,nsdqojinn,N232N
38336,nsdqojinnlekas,N232S
38337,nsetylmvi,N234I
38338,nsetylmvikulihat,N234T
38339,nsikrxnhnf,N226F
38340,nsikrxnhnfketua,N226A
38341,nsipchtyd,N212D
38342,nsipchtydupdate,N212E
38343,nsmypgbl,N251L
38344,nsmypgblkurangi,N251I
38345,nsn,N200N
38346,nsniyrjg,N262G
38347,nsoneoc,N220C
38348,nsoneocsalah,N224H
38349,nstepnssq,N231Q
38350,nstepnssqamalkan,N231N
38351,nstm,N235M
38352,nstxoud,N232D
38353,nstxouddprd,N232D
38354,nsuabali,N214I
38355,nsw,N200W
38356,nswwamcxd,N252D
38357,nswwamcxdsudah,N252H
38358,nswxauyyd,N223D
38359,nsxdwmj,N223J
38360,nsxdwmjpak,N223K
38361,nsxe,N220E
38362,nsxemalem,N225M
38363,nsxhtob,N223B
38364,nsxhtobpuluhan,N223N
38365,nsync,N220C
38366,nszvzlvto,N221O
38367,nt,N300T
38368,nta,N300A
38369,ntafanyia,N310A
38370,ntah,N300H
38371,ntaharn,N360N
38372,ntahlah,N340H
38373,ntambaraga,N351A
38374,ntap,N310P
38375,ntar,N360R
38376,ntarsekarang,N362G
38377,ntb,N310B
38378,ntbkemarin,N312N
38379,ntdoqdzx,N332X
38380,ntdoqdzxhai,N332I
38381,ntdrypnf,N336F
38382,ntdrypnfpolsek,N336K
38383,nte,N300E
38384,ntek,N320K
38385,ntfxfpjil,N312L
38386,ntfxfpjilbaca,N312A
38387,nti,N300I
38388,ntisvh,N321H
38389,ntisvhhabib,N321B
38390,ntjalkyp,N324P
38391,ntjalkypsekedar,N324R
38392,ntldhia,N343A
38393,ntldhiatim,N343M
38394,ntlnnbwi,N341I
38395,ntlnnbwimau,N341U
38396,ntmc,N352C
38397,ntmcigyc,N352C
38398,ntmcigycnew,N352W
38399,ntmclantaspolri,N352I
38400,ntmmnwhba,N351A
38401,ntmmnwhbapasien,N351N
38402,ntn,N300N
38403,ntol,N340L
38404,ntovea,N310A
38405,ntr,N360R
38406,ntsana,N320A
38407,ntt,N300T
38408,ntthszxqyj,N322J
38409,ntthszxqyjtahun,N322N
38410,ntuk,N320K
38411,ntukhahaha,N320A
38412,ntukoalah,N324H
38413,ntwarvd,N361D
38414,ntzsjfxl,N322L
38415,ntzsjfxlternyata,N322A
38416,ntzznaz,N320Z
38417,nuajis,N220S
38418,nuancing,N220G
38419,nuclearforwelfare,N246E
38420,nuddofzl,N312L
38421,nuddofzlsobat,N312T
38422,nudepokonline,N312E
38423,nuduh,N300H
38424,nuduhnya,N300A
38425,nuduozpck,N321K
38426,nuduozpckgaruda,N321A
38427,nuest,N230T
38428,nuestros,N236S
38429,nugarislucu,N262U
38430,nugas,N220S
38431,nugasnya,N220A
38432,nugroho,N260O
38433,nuhkoe,N200E
38434,nuhun,N000N
38435,nuhunnnn,N000N
38436,nuhuuntolong,N342G
38437,nui,N000I
38438,nujatim,N235M
38439,nujukin,N220N
38440,nukndenxvc,N232C
38441,nukndenxvcinilah,N232H
38442,nular,N460R
38443,nularin,N460N
38444,nulis,N420S
38445,nulisnya,N420A
38446,numbergame,N516E
38447,numbuh,N510H
38448,numbuhin,N510N
38449,numpak,N512K
38450,numpang,N512G
38451,nunas,N200S
38452,nunca,N200A
38453,nunda,N300A
38454,nundaburu,N316U
38455,nunduk,N320K
38456,nunggoni,N200I
38457,nunggu,N200U
38458,nungguin,N200N
38459,nungguinikut,N223T
38460,nungguinnya,N200A
38461,nunggunya,N200A
38462,nunggupen,N210N
38463,nungu,N200U
38464,nungul,N240L
38465,nunjang,N220G
38466,nunjuk,N220K
38467,nunjukin,N220N
38468,nunjukkin,N220N
38469,nuno,N000O
38470,nunonline,N400E
38471,nuntut,N300T
38472,nunukan,N200N
38473,nuonline,N400E
38474,nupedia,N130A
38475,nupeduli,N134I
38476,nupedulicovid,N134D
38477,nuranimisdyharry,N652Y
38478,nurburuuj,N612J
38479,nurdin,N630N
38480,nurdinabdullah,N631H
38481,nurhadi,N630I
38482,nurhaditerus,N633S
38483,nurharis,N620S
38484,nuril,N640L
38485,nurin,N600N
38486,nurjadin,N623N
38487,nurjanah,N620H
38488,nurjannah,N620H
38489,nurmagomedov,N652V
38490,nurmantyo,N653O
38491,nurrachadiana,N623A
38492,nurrachdiana,N623A
38493,nursejamiela,N622A
38494,nuruddin,N630N
38495,nurul,N640L
38496,nurulhi,N640I
38497,nurullafiahh,N641H
38498,nurun,N600N
38499,nurunin,N600N
38500,nurunkan,N620N
38501,nurutin,N630N
38502,nusabali,N214I
38503,nusabaliantisipasi,N214I
38504,nusabalibanjar,N214R
38505,nusabalidampak,N214K
38506,nusabalidorong,N214G
38507,nusabalikandidat,N214T
38508,nusabalimasker,N214R
38509,nusabaliparpol,N214L
38510,nusabalipdp,N214P
38511,nusabalipedagang,N214G
38512,nusabalipengelola,N214A
38513,nusabalirsbm,N214M
38514,nusabalisudah,N214H
38515,nusadaily,N234Y
38516,nusak,N220K
38517,nusakambangan,N225N
38518,nusantarabagiandarikhilafah,N236H
38519,nusantarabersholawat,N236T
38520,nusantaraku,N236U
38521,nusantaraprovinsikhilafah,N236H
38522,nusantaraternyata,N236A
38523,nusatysts,N230S
38524,nusatystsdengan,N233N
38525,nusuk,N220K
38526,nusuki,N220I
38527,nutella,N340A
38528,nutricionfreeletics,N362S
38529,nutrijell,N362L
38530,nutrisigardaterdepan,N362N
38531,nutrisinojepang,N362G
38532,nutrisislutena,N362A
38533,nutsxykmq,N322Q
38534,nutsxykmqsudah,N322H
38535,nutup,N310P
38536,nutupi,N310I
38537,nutupin,N310N
38538,nutupinnya,N310A
38539,nuvit,N130T
38540,nuvitmci,N135I
38541,nuvo,N100O
38542,nuwun,N000N
38543,nuyejse,N220E
38544,nuyejseterdapat,N223T
38545,nuylgxtag,N422G
38546,nuylgxtaghand,N422D
38547,nvabrkbq,N116Q
38548,nvabrkbqmulai,N116I
38549,nvalmekfm,N145M
38550,nvalmekfmsetiap,N145P
38551,nvbhedqrapergi,N113I
38552,nvidia,N130A
38553,nvkdruvhwc,N123C
38554,nvkdruvhwcsetelah,N123H
38555,nvmsbqtk,N152K
38556,nvmsbqtkberpikirlah,N152H
38557,nvnarmczdm,N165M
38558,nvqoeolc,N124C
38559,nvsmker,N125R
38560,nvsmkerselamat,N125T
38561,nvsnlghjjz,N124Z
38562,nvssmanc,N125C
38563,nvssmanccegah,N125H
38564,nvtcalvi,N132I
38565,nvtcalvipak,N132K
38566,nvtkpoya,N132A
38567,nvtkpoyapasien,N132N
38568,nvxorsnf,N126F
38569,nvxorsnfberdasarkan,N126N
38570,nvzbpwdi,N121I
38571,nvzbpwdisukabumi,N121I
38572,nvzfjryy,N121Y
38573,nvzfjryyini,N121I
38574,nw,N000W
38575,nwfiwphjgc,N112C
38576,nwfiwphjgcguys,N112S
38577,nwgucduu,N223U
38578,nwgucduuberbagai,N223I
38579,nwiysmm,N250M
38580,nwkdgb,N232B
38581,nwkdgbsalam,N232M
38582,nwknqbksdn,N221N
38583,nwnaqlogn,N242N
38584,nwnaqlognapa,N242A
38585,nwonline,N400E
38586,nwonlinetv,N431V
38587,nwrfl,N614L
38588,nwrflpolda,N614A
38589,nwsztlamg,N223G
38590,nwsztlamgresult,N223T
38591,nwttjqjxo,N322O
38592,nwttjqjxopemerintah,N322H
38593,nwydrlyxm,N364M
38594,nwydrlyxmfilm,N364M
38595,nwyqasogw,N222W
38596,nwyqasogwkenapa,N222A
38597,nwytyedw,N330W
38598,nwytyedwada,N330A
38599,nxcrumis,N226S
38600,nxcrumishasbunallahu,N226U
38601,nxdlvsshr,N234R
38602,nxdranj,N236J
38603,nxdranjinspektur,N236R
38604,nxefzbomw,N212W
38605,nxeynqpcf,N221F
38606,nxeynqpcfseiring,N221G
38607,nxfknml,N212L
38608,nxfqmbn,N212N
38609,nxfqmbnjumlah,N212H
38610,nxjcmjbun,N222N
38611,nxjcmjbunkepada,N222A
38612,nxjkqjub,N222B
38613,nxjkqjubketika,N222A
38614,nxshoygo,N222O
38615,nxshoygotolong,N222G
38616,nxyskfdis,N222S
38617,nxyskfdisinalillahi,N222I
38618,nxyulv,N241V
38619,nxyulvindustri,N241I
38620,nxzdbufon,N223N
38621,ny,N000Y
38622,nyaa,N000A
38623,nyaaa,N000A
38624,nyaacepet,N213T
38625,nyaakaga,N220A
38626,nyaakibat,N213T
38627,nyaalhamdulillah,N453H
38628,nyabalik,N142K
38629,nyabawa,N100A
38630,nyabu,N100U
38631,nyabutin,N130N
38632,nyabyeeee,N100E
38633,nyacabut,N213T
38634,nyaclerengg,N246G
38635,nyadar,N360R
38636,nyadi,N300I
38637,nyadran,N360N
38638,nyagempa,N251A
38639,nyagrgr,N260R
38640,nyagua,N200A
38641,nyah,N000H
38642,nyahati,N300I
38643,nyaheeuh,N000H
38644,nyahi,N000I
38645,nyaho,N000O
38646,nyai,N000I
38647,nyaice,N200E
38648,nyaiyh,N000H
38649,nyajakarta,N226A
38650,nyajokowi,N220I
38651,nyajorr,N260R
38652,nyakawin,N200N
38653,nyakiti,N230I
38654,nyakitiiiiin,N230N
38655,nyakitiiiiingausa,N232A
38656,nyakitin,N230N
38657,nyakitinjauh,N232H
38658,nyakitinlah,N234H
38659,nyakitinmending,N235G
38660,nyakitinn,N230N
38661,nyakitinnn,N230N
38662,nyakitinsip,N232P
38663,nyakitinsono,N232O
38664,nyalagi,N420I
38665,nyalahin,N400N
38666,nyalakan,N420N
38667,nyalon,N400N
38668,nyamain,N500N
38669,nyamanannya,N500A
38670,nyamanbenar,N516R
38671,nyamanlah,N540H
38672,nyamanpakeadvan,N512N
38673,nyamanpergi,N516I
38674,nyamar,N560R
38675,nyamau,N500U
38676,nyambi,N510I
38677,nyambung,N512G
38678,nyambut,N513T
38679,nyamenumpang,N512G
38680,nyampah,N510H
38681,nyampahin,N510N
38682,nyampai,N510I
38683,nyampe,N510E
38684,nyampejaringan,N512N
38685,nyampek,N512K
38686,nyampur,N516R
38687,nyamudik,N532K
38688,nyan,N000N
38689,nyandak,N320K
38690,nyang,N200G
38691,nyangka,N220A
38692,nyangkere,N226E
38693,nyangkut,N223T
38694,nyangsang,N220G
38695,nyankut,N230T
38696,nyantai,N300I
38697,nyantol,N340L
38698,nyantui,N300I
38699,nyantuy,N300Y
38700,nyanur,N600R
38701,nyanyiin,N000N
38702,nyanyiloudly,N430Y
38703,nyaoh,N000H
38704,nyapa,N100A
38705,nyapau,N100U
38706,nyapergii,N162I
38707,nyapit,N130T
38708,nyapo,N100O
38709,nyapu,N100U
38710,nyapulang,N142G
38711,nyari,N600I
38712,nyarievent,N613T
38713,nyarieventbeberapa,N613A
38714,nyariid,N630D
38715,nyariiin,N600N
38716,nyariin,N600N
38717,nyariinburuan,N610N
38718,nyariincepet,N621T
38719,nyariindah,N630H
38720,nyariinpulang,N614G
38721,nyariinudah,N630H
38722,nyarinya,N600A
38723,nyarumahnya,N650A
38724,nyasemoga,N252A
38725,nyataa,N300A
38726,nyatangerang,N326G
38727,nyatanyaa,N300A
38728,nyatat,N300T
38729,nyatatidak,N332K
38730,nyatetin,N300N
38731,nyawa,N000A
38732,nyawaa,N000A
38733,nyawaaya,N000A
38734,nyawalan,N400N
38735,nyawang,N200G
38736,nyawango,N200O
38737,nyawaorangmelayang,N625G
38738,nyawaorangmelayangparahh,N625H
38739,nyawatidakbisabalik,N332K
38740,nyaya,N000A
38741,nyc,N200C
38742,nye,N000E
38743,nyebabin,N100N
38744,nyebar,N160R
38745,nyebarin,N160N
38746,nyebarnya,N160A
38747,nyebat,N130T
38748,nyebelin,N140N
38749,nyebelinburuan,N146N
38750,nyebur,N160R
38751,nyebut,N130T
38752,nyebutin,N130N
38753,nyed,N300D
38754,nyediain,N300N
38755,nyedjangan,N322N
38756,nyejer,N260R
38757,nyekel,N240L
38758,nyelametin,N453N
38759,nyelem,N450M
38760,nyeleneh,N400H
38761,nyelesein,N420N
38762,nyelip,N410P
38763,nyemak,N520K
38764,nyembul,N514L
38765,nyembur,N516R
38766,nyempetin,N513N
38767,nyempil,N514L
38768,nyemplung,N514G
38769,nyemprot,N516T
38770,nyenengin,N200N
38771,nyenengke,N220E
38772,nyenengno,N200O
38773,nyenggol,N240L
38774,nyengir,N260R
38775,nyengkre,N226E
38776,nyengkreo,N226O
38777,nyentrik,N362K
38778,nyentuh,N300H
38779,nyenyenyeenyenyenyee,N000E
38780,nyepeda,N130A
38781,nyepitne,N130E
38782,nyepitneaku,N132U
38783,nyerah,N600H
38784,nyerahsemangat,N625T
38785,nyerang,N620G
38786,nyerbu,N610U
38787,nyeremin,N650N
38788,nyerobot,N613T
38789,nyeruput,N613T
38790,nyes,N200S
38791,nyesek,N220K
38792,nyesel,N240L
38793,nyess,N200S
38794,nyestok,N232K
38795,nyet,N300T
38796,nyetadion,N330N
38797,nyetarain,N360N
38798,nyetir,N360R
38799,nyetok,N320K
38800,nyetpulang,N314G
38801,nyett,N300T
38802,nyewa,N000A
38803,nyexkfoc,N221C
38804,nyexkfoccustamer,N221R
38805,nyfchafnti,N123I
38806,nyfchafntibreaking,N123G
38807,nyfgdg,N123G
38808,nyi,N000I
38809,nyiakan,N200N
38810,nyiakanmu,N250U
38811,nyianmuhvc,N512C
38812,nyianmuhvcini,N512I
38813,nyiapakn,N120N
38814,nyiapin,N100N
38815,nyiarin,N600N
38816,nyicil,N240L
38817,nyiduk,N320K
38818,nyidxqyvs,N322S
38819,nyieun,N000N
38820,nyiksa,N220A
38821,nyimak,N520K
38822,nyimpen,N510N
38823,nyindir,N360R
38824,nying,N200G
38825,nyingg,N200G
38826,nyinggjangan,N220N
38827,nyingkah,N220H
38828,nyingkir,N226R
38829,nyingkiro,N226O
38830,nyingkirowes,N226S
38831,nyingkrio,N226O
38832,nyingmngakak,N252K
38833,nyingpergi,N216I
38834,nyingpulang,N214G
38835,nyinyir,N600R
38836,nyinyirin,N600N
38837,nyiptain,N130N
38838,nyiram,N650M
38839,nyitdah,N330H
38840,nyium,N500M
38841,nyiutoynvj,N312J
38842,nyiyir,N600R
38843,nyiyirin,N600N
38844,nyknicks,N222S
38845,nykqkvyy,N221Y
38846,nykqkvyydatang,N221G
38847,nyle,N400E
38848,nyledimarco,N435O
38849,nylonong,N420G
38850,nyman,N500N
38851,nympe,N510E
38852,nymxpzpvhb,N521B
38853,nynyir,N600R
38854,nynynuxvj,N212J
38855,nynynuxvjkajian,N212N
38856,nyo,N000O
38857,nyoba,N100A
38858,nyobain,N100N
38859,nyoblos,N142S
38860,nyocokin,N220N
38861,nyocot,N230T
38862,nyodorin,N360N
38863,nyoh,N000H
38864,nyohgausah,N220H
38865,nyok,N200K
38866,nyokap,N210P
38867,nyokitengebacot,N232T
38868,nyokjangan,N222N
38869,nyokrasah,N262H
38870,nyoktnn,N230N
38871,nyolong,N420G
38872,nyolot,N430T
38873,nyoman,N500N
38874,nyong,N200G
38875,nyontek,N320K
38876,nyonya,N000A
38877,nyowoku,N200U
38878,nyqnkmypf,N225F
38879,nyqnkmypfkonfirmasi,N225I
38880,nysain,N200N
38881,nyse,N200E
38882,nyssa,N200A
38883,nyt,N300T
38884,nytimes,N352S
38885,nyuaman,N500N
38886,nyuap,N100P
38887,nyuapin,N100N
38888,nyuci,N200I
38889,nyuhunkeun,N200N
38890,nyuk,N200K
38891,nyukkkk,N200K
38892,nyumbang,N512G
38893,nyumbangin,N512N
38894,nyumbanglah,N512H
38895,nyumpahin,N510N
38896,nyumpek,N512K
38897,nyumpekiin,N512N
38898,nyun,N000N
38899,nyunanjir,N260R
38900,nyundul,N340L
38901,nyungsep,N221P
38902,nyuoro,N600O
38903,nyuri,N600I
38904,nyurinya,N600A
38905,nyuruh,N600H
38906,nyusah,N200H
38907,nyusahi,N200I
38908,nyusahim,N250M
38909,nyusahin,N200N
38910,nyusahinbalik,N214K
38911,nyusahincpt,N221T
38912,nyusahinemng,N252G
38913,nyusahinhooh,N200H
38914,nyusahinkamu,N225U
38915,nyusahinlu,N240U
38916,nyusahinmudik,N253K
38917,nyusahinnitip,N231P
38918,nyusahinnnn,N200N
38919,nyusahinnnnnnnnnn,N200N
38920,nyusahinnnnnnnnnncorona,N226A
38921,nyusahinnya,N200A
38922,nyusahinpergi,N216I
38923,nyusahinpulang,N214G
38924,nyusahinsana,N200A
38925,nyusahinsekarang,N226G
38926,nyusahinsilahkan,N242N
38927,nyusahinsono,N200O
38928,nyusahintanpa,N231A
38929,nyusahke,N220E
38930,nyusahken,N220N
38931,nyusahkeun,N220N
38932,nyusahkeunheehsok,N220K
38933,nyusahne,N200E
38934,nyusahno,N200O
38935,nyusain,N200N
38936,nyusu,N200U
38937,nyusuburuan,N216N
38938,nyusun,N200N
38939,nyut,N300T
38940,nyutan,N300N
38941,nyuwun,N000N
38942,nyvjiqoah,N122H
38943,nyvktbm,N123M
38944,nyvktbmkami,N123I
38945,nywa,N000A
38946,nyyaa,N000A
38947,nyzvuyt,N213T
38948,nyzvuytdata,N213A
38949,nz,N200Z
38950,nzd,N230D
38951,nzddour,N236R
38952,nzddourmana,N236A
38953,nzdusd,N232D
38954,nzdusddinyatakan,N232N
38955,nzdusdlevel,N232L
38956,nzdusdnzd,N232D
38957,nzdusdrbnz,N232Z
38958,nzdusdselandia,N232A
38959,nzgbaucitg,N221G
38960,nzgkcyb,N222B
38961,nzgkcybpresiden,N222N
38962,nzgtrxvpud,N223D
38963,nzgtrxvpudjaga,N223A
38964,nzhrjzcj,N262J
38965,nzhrjzcjtekan,N262N
38966,nzmflsbqn,N251N
38967,nzmflsbqnsebarin,N251N
38968,nzmyadajfz,N253Z
38969,nzmyadajfzbisa,N253A
38970,nzovrwj,N216J
38971,nzovrwjcerita,N216A
38972,nzsqjkoe,N222E
38973,nzsqjkoerentetan,N222N
38974,nzwosk,N222K
38975,nzwoskpartai,N222I
38976,nzwyavvcz,N212Z
38977,nzwyavvczkyle,N212E
38978,nzzrcrjyd,N262D
38979,nzzrcrjydhi,N262I
38980,o,O000O
38981,oa,O000A
38982,oada,O300A
38983,oagxrhms,O226S
38984,oagxrhmsvirus,O226S
38985,oaitssdbhp,O323P
38986,oaitssdbhpeling,O323G
38987,oakland,O245D
38988,oalah,O400H
38989,oalahhh,O400H
38990,oapzgjzm,O122M
38991,oapzgjzmefek,O122K
38992,oarodhxvyc,O632C
38993,oarodhxvycselamat,O632T
38994,oas,O200S
38995,oaseid,O230D
38996,oaseislam,O245M
38997,oawwhgd,O230D
38998,oawynfvwxe,O511E
38999,oawynfvwxegara,O511A
39000,ob,O100B
39001,oba,O100A
39002,obacotamatheran,O123N
39003,obajinguk,O125K
39004,obama,O150A
39005,obatada,O133A
39006,obatalami,O134I
39007,obatan,O135N
39008,obatanticorona,O135A
39009,obatantimalaria,O135A
39010,obatantivirus,O135S
39011,obatasama,O132A
39012,obatbatuk,O132K
39013,obatchloroquine,O132E
39014,obatcorona,O132A
39015,obatcoronacara,O132A
39016,obatcoronadirut,O132T
39017,obatcoronaindonesia,O132A
39018,obatcoruna,O132A
39019,obatcovid,O132D
39020,obate,O130E
39021,obatflu,O131U
39022,obatherbal,O136L
39023,obatherbalcorona,O136A
39024,obatherbalvirus,O136S
39025,obatin,O135N
39026,obatklorokuin,O132N
39027,obatmalaria,O135A
39028,obatparuparu,O131U
39029,obatpencegahcorona,O131A
39030,obattbc,O132C
39031,obattradisional,O136L
39032,obattradisionaltokek,O136K
39033,obatvirus,O131S
39034,obatviruscorona,O131A
39035,obervasi,O161I
39036,obiettivo,O131O
39037,obimikel,O152L
39038,obinftwi,O151I
39039,obinftwikementerian,O151N
39040,obitsgohvt,O132T
39041,obitsgohvthalo,O132O
39042,obj,O120J
39043,objectivo,O122O
39044,objekwisata,O122A
39045,objetivo,O123O
39046,oblapbv,O141V
39047,oblapbvbijak,O141K
39048,obligasiusd,O142D
39049,obok,O120K
39050,obr,O160R
39051,obrigado,O162O
39052,obrolannya,O164A
39053,obrolin,O164N
39054,obrolindan,O164N
39055,obs,O120S
39056,obsaroundtheworld,O126D
39057,observasinatuna,O126A
39058,obssesion,O125N
39059,obttyzzc,O132C
39060,obttyzzcngabalin,O132N
39061,obwdorsxy,O136Y
39062,obwdorsxyalhamdulillah,O136H
39063,obxrsfobc,O126C
39064,obxrsfobckatanya,O126A
39065,obyac,O120C
39066,obyacmending,O125G
39067,obyek,O120K
39068,obyekwisata,O122A
39069,obyekwisataantisipasi,O122I
39070,obyekwisatadampak,O122K
39071,obyekwisatagianyar,O122R
39072,obyekwisatakaryawan,O122N
39073,obyekwisataobjek,O122K
39074,obyekwisatawisata,O122A
39075,obymdabe,O153E
39076,obymdabelivedraw,O153W
